PGN;PGN label;In CSS electronics' DBC?
65028;Generator Total AC Reactive Power;J1939 DBC
65029;Generator Total AC Power;J1939 DBC
65030;Generator Average Basic AC Quantities;J1939 DBC
65031;Exhaust Temperature;J1939 DBC
65032;Required Tractor Facilities message;ISOBUS DBC (2022-08)
65033;Tractor Facilities response message;ISOBUS DBC (2022-08)
65034;Implement Remote Control Command Tractor Response;No
65035;Tractor control mode command;ISOBUS DBC (2022-08)
65036;Working Set Member;ISOBUS DBC (2022-08)
65037;Working Set Master;ISOBUS DBC (2022-08)
65038;Response for Repetition Rate;ISOBUS DBC (2022-08)
65039;Language command;ISOBUS DBC (2022-08)
65040;Auxiliary valve 0 estimated flow;ISOBUS DBC (2022-08)
65041;Auxiliary valve 1 estimated flow;ISOBUS DBC (2022-08)
65042;Auxiliary valve 2 estimated flow;ISOBUS DBC (2022-08)
65043;Auxiliary valve 3 estimated flow;ISOBUS DBC (2022-08)
65044;Auxiliary valve 4 estimated flow;ISOBUS DBC (2022-08)
65045;Auxiliary valve 5 estimated flow;ISOBUS DBC (2022-08)
65046;Auxiliary valve 6 estimated flow;ISOBUS DBC (2022-08)
65047;Auxiliary valve 7 estimated flow;ISOBUS DBC (2022-08)
65048;Auxiliary valve 8 estimated flow;ISOBUS DBC (2022-08)
65049;Auxiliary valve 9 estimated flow;ISOBUS DBC (2022-08)
65050;Auxiliary valve 10 estimated flow;ISOBUS DBC (2022-08)
65051;Auxiliary valve 11 estimated flow;ISOBUS DBC (2022-08)
65052;Auxiliary valve 12 estimated flow;ISOBUS DBC (2022-08)
65053;Auxiliary valve 13 estimated flow;ISOBUS DBC (2022-08)
65054;Auxiliary valve 14 estimated flow;ISOBUS DBC (2022-08)
65055;Auxiliary valve 15 estimated flow;ISOBUS DBC (2022-08)
65056;Auxiliary valve 0 measured flow;ISOBUS DBC (2022-08)
65057;Auxiliary valve 1 measured flow;ISOBUS DBC (2022-08)
65058;Auxiliary valve 2 measured flow;ISOBUS DBC (2022-08)
65059;Auxiliary valve 3 measured flow;ISOBUS DBC (2022-08)
65060;Auxiliary valve 4 measured flow;ISOBUS DBC (2022-08)
65061;Auxiliary valve 5 measured flow;ISOBUS DBC (2022-08)
65062;Auxiliary valve 6 measured flow;ISOBUS DBC (2022-08)
65063;Auxiliary valve 7 measured flow;ISOBUS DBC (2022-08)
65064;Auxiliary valve 8 measured flow;ISOBUS DBC (2022-08)
65065;Auxiliary valve 9 measured flow;ISOBUS DBC (2022-08)
65066;Auxiliary valve 10 measured flow;ISOBUS DBC (2022-08)
65067;Auxiliary valve 11 measured flow;ISOBUS DBC (2022-08)
65068;Auxiliary valve 12 measured flow;ISOBUS DBC (2022-08)
65069;Auxiliary valve 13 measured flow;ISOBUS DBC (2022-08)
65070;Auxiliary valve 14 measured flow;ISOBUS DBC (2022-08)
65071;Auxiliary valve 15 measured flow;ISOBUS DBC (2022-08)
65072;Auxiliary valve 0 command;ISOBUS DBC (2022-08)
65073;Auxiliary valve 1 command;ISOBUS DBC (2022-08)
65074;Auxiliary valve 2 command;ISOBUS DBC (2022-08)
65075;Auxiliary valve 3 command;ISOBUS DBC (2022-08)
65076;Auxiliary valve 4 command;ISOBUS DBC (2022-08)
65077;Auxiliary valve 5 command;ISOBUS DBC (2022-08)
65078;Auxiliary valve 6 command;ISOBUS DBC (2022-08)
65079;Auxiliary valve 7 command;ISOBUS DBC (2022-08)
65080;Auxiliary valve 8 command;ISOBUS DBC (2022-08)
65081;Auxiliary valve 9 command;ISOBUS DBC (2022-08)
65082;Auxiliary valve 10 command;ISOBUS DBC (2022-08)
65083;Auxiliary valve 11 command;ISOBUS DBC (2022-08)
65084;Auxiliary valve 12 command;ISOBUS DBC (2022-08)
65085;Auxiliary valve 13 command;ISOBUS DBC (2022-08)
65086;Auxiliary valve 14 command;ISOBUS DBC (2022-08)
65087;Auxiliary valve 15 command;ISOBUS DBC (2022-08)
65088;Lighting Data;J1939 DBC & ISOBUS DBC
65089;Lighting command;J1939 DBC & ISOBUS DBC
65090;Hitch and PTO commands;ISOBUS DBC (2022-08)
65091;Primary or Rear Power Take off Output Shaft;ISOBUS DBC (2022-08)
65092;Secondary or Front Power Take off Output Shaft;ISOBUS DBC (2022-08)
65093;Primary or Rear Hitch Status;ISOBUS DBC (2022-08)
65094;Secondary or Front Hitch Status;ISOBUS DBC (2022-08)
65095;Maintain Power;ISOBUS DBC (2022-08)
65096;Wheel-based Speed and Distance;ISOBUS DBC (2022-08)
65097;Ground-based Speed and Distance;ISOBUS DBC (2022-08)
65098;Electronic Transmission Controller 7;J1939 DBC
65099;Transmission Configuration 2;J1939 DBC
65100;Military Lighting Command;J1939 DBC
65101;Total Averaged Information;J1939 DBC
65102;Door Control 1;J1939 DBC
65103;Vehicle Dynamic Stability Control 1;J1939 DBC
65104;Battery Temperature;J1939 DBC
65105;"Adaptive Cruise Control, Operator Input";J1939 DBC
65106;Vehicle Electrical Power 3;J1939 DBC
65107;Retarder Continuous Torque & Speed Limit;J1939 DBC
65108;Engine Continuous Torque & Speed Limit;J1939 DBC
65109;Gaseous Fuel Properties;J1939 DBC
65110;Aftertreatment 1 Diesel Exhaust Fluid Tank 1 Information 1;J1939 DBC
65111;Air Suspension Control 5;J1939 DBC
65112;Air Suspension Control 4;J1939 DBC
65113;Air Suspension Control 3;J1939 DBC
65114;Air Suspension Control 1;J1939 DBC
65115;Forward Lane Image 2;J1939 DBC
65116;Running Gear Equipment #2/2;No
65117;General Purpose Message #1/2;No
65118;Running Gear Equipment #2/3;No
65119;General Purpose Message #1/3;No
65120;General Purpose Message #2/3;No
65121;General Purpose Message #1/4;No
65122;General Purpose Message #2/4;No
65123;General Purpose Message #1/5;No
65124;General Purpose Message #2/5;No
65125;General Purpose Message #1/6;No
65126;Battery Main Switch Information;J1939 DBC
65127;Climate Control Configuration;J1939 DBC
65128;Vehicle Fluids;J1939 DBC
65129;Engine Temperature 3;J1939 DBC
65130;Engine Fuel/Lube Systems;J1939 DBC
65131;Driver's Identification;J1939 DBC
65132;Tachograph;J1939 DBC
65133;Heater Information;J1939 DBC
65134;High Resolution Wheel Speed;J1939 DBC
65135;Adaptive Cruise Control 1;J1939 DBC
65136;Combination Vehicle Weight;J1939 DBC
65137;Laser Tracer Position;J1939 DBC
65138;Laser Leveling System Blade Control;J1939 DBC
65139;Laser Receiver Mast Position;J1939 DBC
65140;Modify Leveling System Control Set Point;J1939 DBC
65141;Laser Leveling System Vertical Deviation;J1939 DBC
65142;Laser Leveling System Vertical Position Display Data;J1939 DBC
65143;Auxiliary Pressures;J1939 DBC
65144;Tire Pressure Control Unit Mode and Status;J1939 DBC
65145;Tire Pressure Control Unit Target Pressures;J1939 DBC
65146;Tire Pressure Control Unit Current Pressures;J1939 DBC
65147;Combustion Time 1;J1939 DBC
65148;Combustion Time 2;J1939 DBC
65149;Combustion Time 3;J1939 DBC
65150;Combustion Time 4;J1939 DBC
65151;Combustion Time 5;J1939 DBC
65152;Combustion Time 6;J1939 DBC
65153;Fuel Information 2 (Gaseous);J1939 DBC
65154;Ignition Timing 1;J1939 DBC
65155;Ignition Timing 2;J1939 DBC
65156;Ignition Timing 3;J1939 DBC
65157;Ignition Timing 4;J1939 DBC
65158;Ignition Timing 5;J1939 DBC
65159;Ignition Timing 6;J1939 DBC
65160;Ignition Transformer Secondary Output 1;J1939 DBC
65161;Ignition Transformer Secondary Output 2;J1939 DBC
65162;Ignition Transformer Secondary Output 3;J1939 DBC
65163;Gaseous Fuel Pressure 1;J1939 DBC
65164;Auxiliary Analog Information;J1939 DBC
65165;Vehicle Electrical Power 2;J1939 DBC
65166;Service 2;J1939 DBC
65167;Supply Pressure 2;J1939 DBC
65168;Engine Torque History;J1939 DBC
65169;Fuel Leakage;J1939 DBC
65170;Engine Information 1;J1939 DBC
65171;Engine Electrical System/Module Information;J1939 DBC
65172;Engine Auxiliary Coolant;J1939 DBC
65173;Rebuild Information;J1939 DBC
65174;Turbocharger Wastegate;J1939 DBC
65175;Turbocharger Information 5;J1939 DBC
65176;Turbocharger Information 4;J1939 DBC
65177;Turbocharger Information 3;J1939 DBC
65178;Turbocharger Information 2;J1939 DBC
65179;Turbocharger Information 1;J1939 DBC
65180;Main Bearing Temperature 3;J1939 DBC
65181;Main Bearing Temperature 2;J1939 DBC
65182;Main Bearing Temperature 1;J1939 DBC
65183;Exhaust Port Temperature 5;J1939 DBC
65184;Exhaust Port Temperature 4;J1939 DBC
65185;Exhaust Port Temperature 3;J1939 DBC
65186;Exhaust Port Temperature 2;J1939 DBC
65187;Exhaust Port Temperature 1;J1939 DBC
65188;Engine Temperature 2;J1939 DBC
65189;Intake Manifold Information 2;J1939 DBC
65190;Intake Manifold Information 1;J1939 DBC
65191;Alternator Temperature 1;J1939 DBC
65192;Articulation Control;J1939 DBC
65193;Exhaust Oxygen 1;J1939 DBC
65194;Alternate Fuel 2;J1939 DBC
65195;Electronic Transmission Controller 6;J1939 DBC
65196;Wheel Brake Lining Remaining Information;J1939 DBC
65197;Wheel Application Pressure High Range Information;J1939 DBC
65198;Air Supply Pressure;J1939 DBC
65199;Fuel Consumption (Gaseous);J1939 DBC
65200;Trip Time Information 2;J1939 DBC
65201;ECU History;J1939 DBC
65202;Fuel Information 1 (Gaseous);J1939 DBC
65203;Fuel Information 1 (Liquid);J1939 DBC
65204;Trip Time Information 1;J1939 DBC
65205;Trip Shutdown Information;J1939 DBC
65206;Trip Vehicle Speed/Cruise Distance Information;J1939 DBC
65207;Engine Speed/Load Factor Information;J1939 DBC
65208;Trip Fuel Information (Gaseous);J1939 DBC
65209;Trip Fuel Information (Liquid);J1939 DBC
65210;Trip Distance Information;J1939 DBC
65211;Trip Fan Information;J1939 DBC
65212;Compression/Service Brake Information;J1939 DBC
65213;Fan Drive #1;J1939 DBC
65214;Electronic Engine Controller 4;J1939 DBC
65215;Wheel Speed Information;J1939 DBC
65216;Service Information;J1939 DBC
65217;High Resolution Vehicle Distance;J1939 DBC
65218;Electronic Retarder Controller 2;J1939 DBC
65219;Electronic Transmission Controller 5;J1939 DBC
65220;Electronic Brake System #2/2;No
65221;Electronic Transmission Controller 4;J1939 DBC
65222;Electronic Brake System #2/3;No
65223;Electronic Transmission Controller 3;J1939 DBC
65224;General Purpose Message #2/2;No
65225;Electronic Brake System #1/2;No
65226;Active Diagnostic Trouble Codes;No
65227;Previously Active Diagnostic Trouble Codes;No
65228;Diagnostic Data Clear/Reset for Previously Active DTCs;No
65229;Freeze Frame Parameters;No
65230;Diagnostic Readiness 1;No
65231;Emission-Related Pending Diagnostic Trouble Codes;No
65232;Test Results for Non-continuously Monitored Systems;No
65233;Oxygen Sensor Test Results;No
65234;Non-Continuously Monitored Systems Test Identifiers Support;No
65235;Diagnostic Data Clear/Reset for Active DTCs;No
65236;Emission-Related MIL-On Diagnostic Trouble Codes;No
65237;Alternator Information;J1939 DBC
65238;Hybrid System Inputs 1;J1939 DBC
65240;ISO Commanded Address;NMEA DBC
65241;Auxiliary Input/Output Status 1;J1939 DBC
65242;Software Identification;J1939 DBC & ISOBUS DBC
65243;Engine Fluid Level/Pressure 2;J1939 DBC
65244;Idle Operation;J1939 DBC
65245;Turbocharger;J1939 DBC
65246;Engine Air Start Pressure;J1939 DBC
65247;Electronic Engine Controller 3;J1939 DBC
65248;Vehicle Distance;J1939 DBC
65249;Retarder Configuration;J1939 DBC
65250;Transmission Configuration;J1939 DBC
65251;Engine Configuration 1;J1939 DBC
65252;Shutdown;J1939 DBC
65253;"Engine Hours, Revolutions";J1939 DBC
65254;Time/Date;J1939 DBC & ISOBUS DBC
65255;Vehicle Hours;J1939 DBC
65256;Vehicle Direction/Speed;J1939 DBC
65257;Fuel Consumption (Liquid) 1;J1939 DBC
65258;Vehicle Weight;J1939 DBC
65259;Component Identification;J1939 DBC
65260;Vehicle Identification;J1939 DA
65261;Cruise Control/Vehicle Speed Setup;J1939 DBC
65262;Engine Temperature 1;J1939 DBC
65263;Engine Fluid Level/Pressure 1;J1939 DBC
65264;Power Takeoff Information;J1939 DBC
65265;Cruise Control/Vehicle Speed 1;J1939 DBC
65266;Fuel Economy (Liquid);J1939 DBC
65267;Vehicle Position 1;J1939 DBC
65268;Tire Condition Message 1;J1939 DBC
65269;Ambient Conditions;J1939 DBC
65270;Intake/Exhaust Conditions 1;J1939 DBC
65271;Vehicle Electrical Power 1;J1939 DBC
65272;Transmission Fluids 1;J1939 DBC
65273;Axle Information;J1939 DBC
65274;Brakes 1;J1939 DBC
65275;Retarder fluids;J1939 DBC
65276;Dash Display 1;J1939 DBC
65277;Alternate Fuel 1;J1939 DBC
65278;Auxiliary Water Pump Pressure;J1939 DBC
65279;Operator indicators;J1939 DBC
65280;Proprietary B (first entry);No
65281;Proprietary B;No
65282;Proprietary B;No
65283;Proprietary B;No
65285;Proprietary B;No
65288;Proprietary B;No
65289;Proprietary B;No
65290;Proprietary B;No
65291;Proprietary B;No
65292;Proprietary B;No
65293;Proprietary B;No
65294;Proprietary B;No
65295;Proprietary B;No
65296;Proprietary B;No
65297;Proprietary B;No
65298;Proprietary B;No
65299;Proprietary B;No
65300;Proprietary B;No
65301;Proprietary B;No
65302;Proprietary B;No
65303;Proprietary B;No
65304;Proprietary B;No
65305;Proprietary B;No
65306;Proprietary B;No
65307;Proprietary B;No
65308;Proprietary B;No
65309;Proprietary B;No
65310;Proprietary B;No
65311;Proprietary B;No
65312;Proprietary B;No
65313;Proprietary B;No
65314;Proprietary B;No
65315;Proprietary B;No
65316;Proprietary B;No
65317;Proprietary B;No
65318;Proprietary B;No
65319;Proprietary B;No
65320;Proprietary B;No
65321;Proprietary B;No
65322;Proprietary B;No
65323;Proprietary B;No
65324;Proprietary B;No
65325;Proprietary B;No
65326;Proprietary B;No
65327;Proprietary B;No
65328;Proprietary B;No
65329;Proprietary B;No
65330;Proprietary B;No
65331;Proprietary B;No
65332;Proprietary B;No
65333;Proprietary B;No
65334;Proprietary B;No
65335;Proprietary B;No
65336;Proprietary B;No
65337;Proprietary B;No
65338;Proprietary B;No
65339;Proprietary B;No
65340;Proprietary B;No
65341;Proprietary B;No
65342;Proprietary B;No
65343;Proprietary B;No
65344;Proprietary B;No
65345;Proprietary B;No
65346;Proprietary B;No
65347;Proprietary B;No
65348;Proprietary B;No
65349;Proprietary B;No
65350;Proprietary B;No
65351;Proprietary B;No
65352;Proprietary B;No
65353;Proprietary B;No
65354;Proprietary B;No
65355;Proprietary B;No
65356;Proprietary B;No
65357;Proprietary B;No
65358;Proprietary B;No
65359;Proprietary B;No
65362;Proprietary B;No
65363;Proprietary B;No
65364;Proprietary B;No
65365;Proprietary B;No
65366;Proprietary B;No
65367;Proprietary B;No
65368;Proprietary B;No
65369;Proprietary B;No
65370;Proprietary B;No
65371;Proprietary B;No
65372;Proprietary B;No
65373;Proprietary B;No
65374;Proprietary B;No
65375;Proprietary B;No
65376;Proprietary B;No
65377;Proprietary B;No
65378;Proprietary B;No
65379;Proprietary B;No
65380;Proprietary B;No
65381;Proprietary B;No
65382;Proprietary B;No
65383;Proprietary B;No
65384;Proprietary B;No
65385;Proprietary B;No
65386;Proprietary B;No
65387;Proprietary B;No
65388;Proprietary B;No
65389;Proprietary B;No
65390;Proprietary B;No
65391;Proprietary B;No
65392;Proprietary B;No
65393;Proprietary B;No
65394;Proprietary B;No
65395;Proprietary B;No
65396;Proprietary B;No
65397;Proprietary B;No
65398;Proprietary B;No
65399;Proprietary B;No
65400;Proprietary B;No
65401;Proprietary B;No
65402;Proprietary B;No
65403;Proprietary B;No
65404;Proprietary B;No
65405;Proprietary B;No
65406;Proprietary B;No
65407;Proprietary B;No
65408;Proprietary B;No
65410;Proprietary B;No
65411;Proprietary B;No
65412;Proprietary B;No
65413;Proprietary B;No
65414;Proprietary B;No
65415;Proprietary B;No
65416;Proprietary B;No
65417;Proprietary B;No
65418;Proprietary B;No
65419;Proprietary B;No
65420;Proprietary B;No
65421;Proprietary B;No
65422;Proprietary B;No
65423;Proprietary B;No
65424;Proprietary B;No
65425;Proprietary B;No
65426;Proprietary B;No
65427;Proprietary B;No
65428;Proprietary B;No
65429;Proprietary B;No
65430;Proprietary B;No
65431;Proprietary B;No
65432;Proprietary B;No
65433;Proprietary B;No
65434;Proprietary B;No
65435;Proprietary B;No
65436;Proprietary B;No
65437;Proprietary B;No
65438;Proprietary B;No
65439;Proprietary B;No
65440;Proprietary B;No
65441;Proprietary B;No
65442;Proprietary B;No
65443;Proprietary B;No
65444;Proprietary B;No
65445;Proprietary B;No
65446;Proprietary B;No
65447;Proprietary B;No
65448;Proprietary B;No
65449;Proprietary B;No
65450;Proprietary B;No
65451;Proprietary B;No
65452;Proprietary B;No
65453;Proprietary B;No
65454;Proprietary B;No
65455;Proprietary B;No
65456;Proprietary B;No
65457;Proprietary B;No
65458;Proprietary B;No
65459;Proprietary B;No
65460;Proprietary B;No
65461;Proprietary B;No
65462;Proprietary B;No
65463;Proprietary B;No
65464;Proprietary B;No
65465;Proprietary B;No
65466;Proprietary B;No
65467;Proprietary B;No
65468;Proprietary B;No
65469;Proprietary B;No
65470;Proprietary B;No
65471;Proprietary B;No
65472;Proprietary B;No
65473;Proprietary B;No
65474;Proprietary B;No
65475;Proprietary B;No
65476;Proprietary B;No
65477;Proprietary B;No
65478;Proprietary B;No
65479;Proprietary B;No
65480;Proprietary B;No
65481;Proprietary B;No
65482;Proprietary B;No
65483;Proprietary B;No
65484;Proprietary B;No
65485;Proprietary B;No
65486;Proprietary B;No
65487;Proprietary B;No
65488;Proprietary B;No
65489;Proprietary B;No
65490;Proprietary B;No
65491;Proprietary B;No
65492;Proprietary B;No
65493;Proprietary B;No
65494;Proprietary B;No
65495;Proprietary B;No
65496;Proprietary B;No
65497;Proprietary B;No
65498;Proprietary B;No
65499;Proprietary B;No
65500;Proprietary B;No
65501;Proprietary B;No
65502;Proprietary B;No
65503;Proprietary B;No
65504;Proprietary B;No
65505;Proprietary B;No
65506;Proprietary B;No
65507;Proprietary B;No
65508;Proprietary B;No
65509;Proprietary B;No
65510;Proprietary B;No
65511;Proprietary B;No
65512;Proprietary B;No
65513;Proprietary B;No
65514;Proprietary B;No
65515;Proprietary B;No
65516;Proprietary B;No
65517;Proprietary B;No
65518;Proprietary B;No
65519;Proprietary B;No
65520;Proprietary B;No
65521;Proprietary B;No
65522;Proprietary B;No
65523;Proprietary B;No
65524;Proprietary B;No
65525;Proprietary B;No
65526;Proprietary B;No
65527;Proprietary B;No
65528;Proprietary B;No
65529;Proprietary B;No
65530;Proprietary B;No
65531;Proprietary B;No
65532;Proprietary B;No
65533;Proprietary B;No
65534;Proprietary B;No
65535;Proprietary B (last entry);No
126208;NMEA - Request/Command/Acknowledge group function;No
126720;Proprietary A2;No
126983;Alert;NMEA DBC
126984;Alert Response;NMEA DBC
126985;Alert Text;NMEA DBC
126986;Alert Configuration;NMEA DBC (2022)
126987;Alert Threshold;NMEA DBC (2022)
126988;Alert Value;NMEA DBC (2022)
126992;System Time;NMEA DBC
126993;Heartbeat;NMEA DBC
126996;Product Information;NMEA DBC
127233;Man Overboard Notification(MOB);NMEA DBC
127237;Heading/Track Control;NMEA DBC
127245;Rudder;NMEA DBC
127250;Vessel Heading;NMEA DBC
127251;Rate of Turn;NMEA DBC
127252;Heave;NMEA DBC (2022)
127257;Attitude;NMEA DBC
127258;Magnetic Variation;NMEA DBC
127488;"Engine Parameters, Rapid Update";NMEA DBC
127489;"Engine Parameters, Dynamic";NMEA DBC
127493;"Transmission Parameters, Dynamic";NMEA DBC
127496;"Trip Fuel Consumption, Vessel";NMEA DBC
127497;"Trip Fuel Consumption, Engine";NMEA DBC
127498;"Engine Parameters, Static";NMEA DBC
127500;Load Controller Connection State / Control;NMEA DBC
127501;Switch Bank Status;NMEA DBC
127502;Switch Bank Control - DEPRICATED;NMEA DBC
127503;AC Input Status -DEPRECATED;NMEA DBC
127504;AC Output Status -DEPRECATED;NMEA DBC
127505;Fluid Level;NMEA DBC
127506;DC Detailed Status;NMEA DBC
127507;Charger Status- DEPRECATED;NMEA DBC
127508;Battery Status;NMEA DBC
127509;Inverter Status- DEPRECATED;NMEA DBC
127510;Charger Configuration Status;NMEA DBC (2022)
127511;Inverter Configuration Status;NMEA DBC (2022)
127512;AGS Configuration Status;NMEA DBC (2022)
127513;Battery Configuration Status;NMEA DBC (2022)
127514;AGS Status;NMEA DBC (2022)
127744;AC Power / Current- Phase A;NMEA DBC
127745;AC Power / Current- Phase B;NMEA DBC
127746;AC Power / Current- Phase C;NMEA DBC
127747;AC Voltage / Frequency-Phase A;NMEA DBC (2022)
127748;AC Voltage / Frequency-Phase B;NMEA DBC (2022)
127749;AC Voltage / Frequency-Phase C;NMEA DBC (2022)
127750;Converter (Inverter/Charger) Status;NMEA DBC
127751;DC Voltage / Current;NMEA DBC
128000;Nautical Leeway Angle;NMEA DBC
128001;Vessel Acceleration;NMEA DBC (2022)
128006;Thruster Control Status;NMEA DBC (2022)
128007;Thruster Information;NMEA DBC (2022)
128008;Thruster Motor Status;NMEA DBC (2022)
128259;"Speed, Water Referenced";NMEA DBC
128267;Water Depth;NMEA DBC
128275;Distance Log;NMEA DBC
128520;Tracked Target Data;NMEA DBC (2022)
128538;Elevator Car Status;NMEA DBC (2022)
128768;Elevator Motor Control;NMEA DBC (2022)
128769;Elevator Deck Push Button;NMEA DBC (2022)
128776;Windlass Control Status;NMEA DBC
128777;Anchor Windlass Operating Status;NMEA DBC
128778;Anchor Windlass Monitoring Status;NMEA DBC
128780;Linear Actuator Control/Status;NMEA DBC (2022)
129025;"Position, Rapid Update";NMEA DBC
129026;"COG & SOG, Rapid Update";NMEA DBC
129027;"Position Delta, High Precision Rapid Update";NMEA DBC (2022)
129028;"Altitude Delta, High Precision Rapid Update";NMEA DBC (2022)
129029;GNSS Position Data;NMEA DBC
129033;Local Time Offset;NMEA DBC
129038;AIS Class A Position Report;NMEA DBC
129039;AIS Class B Position Report;NMEA DBC
129040;AIS Class B Extended Position Report;NMEA DBC
129041;AIS Aids to Navigation (AtoN) Report;NMEA DBC
129044;Datum;NMEA DBC
129283;Cross Track Error;NMEA DBC
129284;Navigation Data;NMEA DBC
129285;Navigation - Route/WP information;NMEA DBC (2022)
129291;"Set & Drift, Rapid Update";NMEA DBC (2022)
129301;Time to/from Mark;NMEA DBC (2022)
129302;Bearing and Distance between two Marks;NMEA DBC (2022)
129538;GNSS Control Status;NMEA DBC (2022)
129539;GNSS DOPs;NMEA DBC
129540;GNSS Sats in View;NMEA DBC
129541;GPS Almanac Data;NMEA DBC (2022)
129542;GNSS Pseudorange Noise Statistics;NMEA DBC (2022)
129545;GNSS RAIM Output;NMEA DBC (2022)
129546;GNSS RAIM Settings;NMEA DBC (2022)
129547;GNSS Pseudorange Error Statistics;NMEA DBC (2022)
129549;DGNSS Corrections;NMEA DBC (2022)
129550;GNSS Differential Correction Receiver Interface;NMEA DBC (2022)
129551;GNSS Differential Correction Receiver Signal;NMEA DBC (2022)
129556;GLONASS Almanac Data;NMEA DBC (2022)
129792;AIS DGNSS Broadcast Binary Message;NMEA DBC (2022)
129793;AIS UTC and Date Report;NMEA DBC (2022)
129794;AIS Class A Static and Voyage Related Data;NMEA DBC
129795;AIS Addressed Binary Message;NMEA DBC
129796;AIS Acknowledge - DEPRECATED;NMEA DBC
129797;AIS Binary Broadcast Message;NMEA DBC
129798;AIS SAR Aircraft Position Report;NMEA DBC (2022)
129799;Radio Frequency/Mode/Power;NMEA DBC (2022)
129800;AIS UTC/Date Inquiry;NMEA DBC (2022)
129801;AIS Addressed Safety Related Message;NMEA DBC (2022)
129802;AIS Safety Related Broadcast Message;NMEA DBC (2022)
129803;AIS Interrogation;NMEA DBC (2022)
129804;AIS Assignment Mode Command;NMEA DBC (2022)
129805;AIS Data Link Management Message;NMEA DBC (2022)
129806;AIS Channel Management;NMEA DBC (2022)
129807;AIS Group Assignment;NMEA DBC (2022)
129808;DSC Call Information;NMEA DBC (2022)
129809;"AIS Static Data Report, Part A";NMEA DBC
129810;"AIS Static Data Report, Part B";NMEA DBC
129811;AIS Single Slot Binary Message - DEPRECATED;NMEA DBC (2022)
129812;AIS Multi Slot Binary Message - DEPRECATED;NMEA DBC (2022)
129813;AIS Long-Range Broadcast Message;NMEA DBC (2022)
129814;AIS Single Slot Binary Message;NMEA DBC (2022)
129815;AIS Multi Slot Binary Message;NMEA DBC (2022)
129816;AIS Acknowledge;NMEA DBC (2022)
130052;Loran-C TD Data;NMEA DBC (2022)
130053;Loran-C Range Data;NMEA DBC (2022)
130054;Loran-C Signal Data;NMEA DBC (2022)
130060;Label;NMEA DBC (2022)
130061;Channel Source Configuration;NMEA DBC (2022)
130064;Route and WP Service - Database List;NMEA DBC (2022)
130065;Route and WP Service - Route List;NMEA DBC (2022)
130066;Route and WP Service - Route/WP-List Attributes;NMEA DBC (2022)
130067;Route and WP Service - Route - WP Name & Position;NMEA DBC (2022)
130068;Route and WP Service - Route - WP Name;NMEA DBC (2022)
130069;Route and WP Service - XTE Limit & Navigation Method;NMEA DBC (2022)
130070;Route and WP Service - WP Comment;NMEA DBC (2022)
130071;Route and WP Service - Route Comment;NMEA DBC (2022)
130072;Route and WP Service - Database Comment;NMEA DBC (2022)
130073;Route and WP Service - Radius of Turn;NMEA DBC (2022)
130074;Route and WP Service - WP List - WP Name & Position;NMEA DBC (2022)
130306;Wind Data;NMEA DBC
130310;Environmental Parameters - DEPRECATED;NMEA DBC
130311;Environmental Parameters- DEPRECATED;NMEA DBC
130312;Temperature - DEPRECATED;NMEA DBC
130313;Humidity;NMEA DBC
130314;Actual Pressure;NMEA DBC
130315;Set Pressure;NMEA DBC
130316;"Temperature, Extended Range";NMEA DBC
130320;Tide Station Data;NMEA DBC
130321;Salinity Station Data;NMEA DBC (2022)
130322;Current Station Data;NMEA DBC (2022)
130323;Meteorological Station Data;NMEA DBC (2022)
130324;Moored Buoy Station Data;NMEA DBC (2022)
130330;Lighting System Settings;NMEA DBC (2022)
130560;Payload Mass;NMEA DBC (2022)
130561;Lighting Zone;NMEA DBC (2022)
130562;Lighting Scene;NMEA DBC (2022)
130563;Lighting Device;NMEA DBC (2022)
130564;Lighting Device Enumeration;NMEA DBC (2022)
130565;Lighting Color Sequence;NMEA DBC (2022)
130566;Lighting Program;NMEA DBC (2022)
130567;Watermaker Input Setting and Status;NMEA DBC
130568;Entertainment - Diagnostic Status;NMEA DBC (2022)
130569;Entertainment - Current File and Status;NMEA DBC (2022)
130570;Entertainment - Library Data File;NMEA DBC (2022)
130571;Entertainment - Library Data Group;NMEA DBC (2022)
130572;Entertainment - Library Data Search;NMEA DBC (2022)
130573;Entertainment - Supported Source Data;NMEA DBC (2022)
130574;Entertainment - Supported Zone Data;NMEA DBC (2022)
130575;Entertainment - Parental Control Status;NMEA DBC (2022)
130576;Trim Tab Status;NMEA DBC (2022)
130577;Direction Data;NMEA DBC (2022)
130578;Vessel Speed Components;NMEA DBC
130579;Entertainment - System Configuration;NMEA DBC (2022)
130580;Entertainment - System Configuration Status - DEPRECATED;NMEA DBC (2022)
130581;Entertainment - Zone Configuration Status - DEPRECATED;NMEA DBC (2022)
130582;Entertainment - Zone Volume;NMEA DBC (2022)
130583;Entertainment - Available Audio EQ Presets;NMEA DBC (2022)
130584;Entertainment - Bluetooth Devices;NMEA DBC (2022)
130585;Entertainment - Bluetooth Source Status;NMEA DBC (2022)
130586;Entertainment - Zone Configuration Status;NMEA DBC (2022)
130817;Proprietary B - Page 1;No
130818;Proprietary B - Page 1;No
130819;Proprietary B - Page 1;No
130820;Proprietary B - Page 1;No
130821;Proprietary B - Page 1;No
130822;Proprietary B - Page 1;No
130823;Proprietary B - Page 1;No
130824;Proprietary B - Page 1;No
